UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,2,2023,34,4560749,2271963,2288786,1625337,1592014,312512,342817,51764,48675,180948,195818,7178,7035,94224,102427,1710678,1685015,344302,379278,94059,95686,211619,227583,14340,14013,1784544,1810833,1236546,1211900,282777,311469,16206,16284,174459,189271,5399,5282,69157,76627,1299151,1281549,305178,337561,43613,48213,199805,215592,10874,10618,487419,477953,388791,380114,29735,31348,35558,32391,6489,6547,1779,1753,25067,25800,411527,403466,39124,41717,50446,47473,11814,11991,3466,3395
R,2,2023,35,4484409,2233892,2250517,1608832,1573518,301801,332175,51046,47350,174184,190443,7066,6883,90963,100148,1691255,1664594,332040,367329,92735,94218,203279,220986,14029,13819,1755369,1781544,1226130,1199982,273156,302121,15810,15486,167830,184059,5314,5178,67129,74718,1286897,1268029,294528,327271,43121,47287,192017,209327,10677,10420,478523,468973,382702,373536,28645,30054,35236,31864,6354,6384,1752,1705,23834,25430,404358,396565,37512,40058,49614,46931,11262,11659,3352,3399
R,2,2023,36,4458074,2218774,2239300,1605182,1573451,296435,326942,50558,47691,171254,187277,7116,6779,88229,97160,1685056,1661612,324940,360559,92057,94528,199566,216596,13936,13305,1745068,1773540,1226109,1202392,268253,297375,15473,15317,165080,181032,5359,5039,64794,72385,1284728,1268060,288153,321304,42572,47198,188552,205331,10591,10018,473706,465760,379073,371059,28182,29567,35085,32374,6174,6245,1757,1740,23435,24775,400328,393552,36787,39255,49485,47330,11014,11265,3345,3287
R,2,2023,37,4504782,2242834,2261948,1627777,1594496,296862,327174,51274,47842,172318,189633,6986,6801,87617,96002,1707102,1681753,324901,359277,93313,94937,199944,218318,13744,13535,1765440,1795695,1245639,1221718,268743,298345,15222,15687,166183,183368,5315,5130,64338,71447,1303891,1286689,288082,320863,43000,48059,189108,207115,10408,10243,477394,466253,382138,372778,28119,28829,36052,32155,6135,6265,1671,1671,23279,24555,403211,395064,36819,38414,50313,46878,10836,11203,3336,3292
R,2,2023,38,4420704,2197174,2223530,1598975,1570012,286442,318559,49964,47445,171040,188711,6797,6683,83956,92120,1674901,1653418,312306,348875,90956,93836,197551,215901,13372,13147,1734060,1765689,1227401,1203533,260190,290653,14897,15349,164888,182748,5117,4999,61567,68407,1283034,1265520,278087,311824,41946,47113,186852,205219,10159,9954,463114,457841,371574,366479,26252,27906,35067,32096,6152,5963,1680,1684,22389,23713,391867,387898,34219,37051,49010,46723,10699,10682,3213,3193
R,2,2023,39,4359806,2163157,2196649,1577101,1551662,280767,313946,49584,46669,167350,186861,6639,6664,81716,90847,1650757,1633822,305934,343204,90254,93598,192775,213227,13085,13122,1706900,1743419,1210899,1188062,254733,286667,14793,14992,161624,181051,5011,4985,59840,67662,1264727,1249208,272048,307225,41746,47471,182598,202825,9947,9934,456257,453230,366202,363600,26034,27279,34791,31677,5726,5810,1628,1679,21876,23185,386030,384614,33886,35979,48508,46127,10177,10402,3138,3188
R,2,2023,40,4416170,2185303,2230867,1596092,1579454,284400,317529,50511,48258,166151,187669,6389,6594,81760,91363,1670011,1662028,309299,346741,92155,96371,190725,213649,12830,12974,1723896,1767458,1225030,1207101,258239,290068,15171,15471,160536,181772,4768,4929,60152,68117,1279332,1268633,275544,310580,43000,48977,180921,203189,9728,9825,461407,463409,371062,372353,26161,27461,35340,32787,5615,5897,1621,1665,21608,23246,390679,393395,33755,36161,49155,47394,9804,10460,3102,3149
R,2,2023,41,4319936,2133492,2186444,1564492,1552147,276705,311382,48879,46708,158728,181598,6290,6342,78398,88267,1635090,1631851,300390,339752,89362,93650,182090,206305,12345,12569,1687384,1734582,1205715,1188867,251609,284687,14360,14718,153247,175903,4691,4670,57762,65737,1257614,1248306,268166,304589,41573,47328,172603,196266,9358,9408,446108,451862,358777,363280,25096,26695,34519,31990,5481,5695,1599,1672,20636,22530,377476,383545,32224,35163,47789,46322,9487,10039,2987,3161
R,2,2023,42,4379046,2166052,2212994,1588525,1570740,286181,320758,50467,47776,155736,179364,6487,6392,78656,87964,1659398,1650187,309956,348701,91462,95393,178822,203453,12610,12448,1707706,1753144,1219017,1200068,261083,293880,15002,15157,150118,173581,4753,4786,57733,65672,1270913,1259349,277564,313664,42513,48513,169154,193434,9483,9372,458346,459850,369508,370672,25098,26878,35465,32619,5618,5783,1734,1606,20923,22292,388485,390838,32392,35037,48949,46880,9668,10019,3127,3076
R,2,2023,43,4239049,2094233,2144816,1537053,1522266,277158,311641,48111,46225,150623,174069,6118,6197,75170,84418,1604804,1598295,299614,338662,88045,92057,172081,196985,11839,12097,1655543,1701105,1182510,1164614,253445,285705,14245,14674,145346,168674,4609,4582,55388,62856,1232330,1221226,268941,304520,41301,46816,163181,187556,9080,9095,438690,443711,354543,357652,23713,25936,33866,31551,5277,5395,1509,1615,19782,21562,372474,377069,30673,34142,46744,45241,8900,9429,2759,3002
R,2,2023,44,4063062,2002146,2060916,1471563,1465590,263652,296887,45960,44519,144240,168312,5814,5692,70917,79916,1535399,1537609,284570,322068,84144,88312,164480,189917,11034,11132,1582868,1633219,1132142,1120038,241266,272425,13530,13889,139211,162877,4363,4184,52356,59806,1179217,1173905,255821,290093,39539,44815,155932,180726,8369,8364,419278,427697,339421,345552,22386,24462,32430,30630,5029,5435,1451,1508,18561,20110,356182,363704,28749,31975,44605,43497,8548,9191,2665,2768
R,2,2023,45,4026984,1980746,2046238,1463988,1463507,256147,290362,45522,44506,140130,163760,5522,5807,69437,78296,1526657,1534072,276462,314633,83527,87955,159667,184912,10599,11107,1566399,1619624,1127037,1117451,234975,266462,13636,14326,135233,158582,4140,4252,51378,58551,1173329,1170190,248930,283501,39601,44985,151580,176015,8042,8369,414347,426614,336951,346056,21172,23900,31886,30180,4897,5178,1382,1555,18059,19745,353328,363882,27532,31132,43926,42970,8087,8897,2557,2738
R,2,2023,46,3902939,1919219,1983720,1415957,1416888,246248,280049,44070,42541,140781,163780,5422,5403,66741,75059,1475992,1484480,265185,303007,80855,84896,159566,183855,10491,10402,1515947,1566189,1087053,1076483,225805,257322,13344,13566,136115,158715,4058,3989,49572,56114,1131524,1126914,238889,273386,38630,43428,151864,175370,7981,7853,403272,417531,328904,340405,20443,22727,30726,28975,4666,5065,1364,1414,17169,18945,344468,357566,26296,29621,42225,41468,7702,8485,2510,2549
R,2,2023,47,3868978,1902603,1966375,1402832,1404611,244290,277007,43303,41895,142574,165374,5165,5359,64439,72129,1460844,1469472,262547,298740,79553,82731,160086,184572,9750,10173,1506170,1556227,1078963,1068560,224441,255350,13058,13562,137962,160403,3917,4002,47829,54350,1121937,1117407,237065,270714,38193,42616,152527,176394,7487,7731,396433,410148,323869,336051,19849,21657,30245,28333,4612,4971,1248,1357,16610,17779,338907,352065,25482,28026,41360,40115,7559,8178,2263,2442
R,2,2023,48,3872981,1905452,1967529,1411355,1414134,241485,272680,42352,41346,142424,163481,5025,5126,62811,70762,1467846,1477880,259056,293508,77901,82036,159420,182202,9543,9582,1517110,1563534,1092906,1082317,222504,251782,13095,13468,137929,158752,3813,3811,46863,53404,1134979,1130293,234877,266548,37851,42587,152099,174398,7282,7247,388342,403995,318449,331817,18981,20898,29257,27878,4495,4729,1212,1315,15948,17358,332867,347587,24179,26960,40050,39449,7321,7804,2261,2335
R,2,2023,49,3797100,1863266,1933834,1378082,1386836,237817,269671,40394,40006,141375,163779,4854,5124,60744,68418,1432689,1448291,254530,289738,75023,79304,157924,181988,9143,9590,1492465,1544485,1073262,1066231,219954,249823,12624,13441,137148,159183,3714,3785,45763,52022,1114216,1112898,231660,264047,37190,41911,151068,174417,7075,7251,370801,389349,304820,320605,17863,19848,27770,26565,4227,4596,1140,1339,14981,16396,318473,335393,22870,25691,37833,37393,6856,7571,2068,2339
R,2,2023,50,3935746,1927187,2008559,1426992,1442781,248686,282699,41526,40367,143387,167957,4870,5113,61726,69642,1482532,1505330,265233,302952,77251,80903,159924,185935,9220,9687,1553588,1615647,1119505,1118516,230859,262637,13414,13800,139137,163371,3711,3819,46962,53504,1161594,1166437,242628,277236,39093,43552,153072,178542,7171,7427,373599,392912,307487,324265,17827,20062,28112,26567,4250,4586,1159,1294,14764,16138,320938,338893,22605,25716,38158,37351,6852,7393,2049,2260
R,2,2023,51,4099037,2008512,2090525,1510602,1524917,251854,287076,39949,39935,139017,162364,4918,4914,62172,71319,1566523,1589270,268354,307154,76589,82494,155126,180077,9285,9430,1644225,1706472,1209321,1207481,234582,267859,13619,14170,134814,157852,3705,3716,48184,55394,1252576,1257326,246563,282477,40595,46044,148558,172830,7198,7287,364287,384053,301281,317436,17272,19217,26330,25765,4203,4512,1213,1198,13988,15925,313947,331944,21791,24677,35994,36450,6568,7247,2087,2143
R,2,2023,52,4320659,2119990,2200669,1603945,1618418,265276,300647,41032,40193,140011,163419,4972,5077,64754,72915,1662313,1684032,282318,321099,79975,84447,155964,180929,9470,9795,1749655,1816570,1297805,1300438,247612,281186,14102,14831,135842,158967,3790,3883,50504,57265,1343261,1351810,260052,296341,43180,48575,149421,173722,7400,7673,370335,384099,306140,317980,17664,19461,26930,25362,4169,4452,1182,1194,14250,15650,319052,332222,22266,24758,36795,35872,6543,7207,2070,2122
R,2,2023,53,4165915,2040558,2125357,1554281,1573767,249378,283479,38590,38515,133253,155968,4739,4916,60317,68712,1608682,1635659,264929,302385,75182,80695,148073,172260,9112,9414,1686598,1756090,1260380,1267452,232892,265174,13328,14196,129370,151725,3640,3794,46988,53749,1302630,1315761,244186,279096,40727,46211,142000,165432,7176,7425,353960,369267,293901,306315,16486,18305,25262,24319,3883,4243,1099,1122,13329,14963,306052,319898,20743,23289,34455,34484,6073,6828,1936,1989
R,2,2023,54,4038693,1975588,2063105,1504359,1528604,242502,275372,37775,36939,129990,152687,4368,4794,56594,64709,1555378,1586814,256980,293087,72462,77226,143624,167530,8345,8969,1637289,1711385,1223298,1236256,226770,258051,13257,14003,126393,148707,3364,3649,44207,50719,1263068,1281774,237304,270948,39483,44910,137926,161225,6562,6996,338299,351720,281061,292348,15732,17321,24518,22936,3597,3980,1004,1145,12387,13990,292310,305040,19676,22139,32979,32316,5698,6305,1783,1973
R,2,2023,55,3959916,1931653,2028263,1480018,1509768,238838,275445,35765,35899,118611,140404,4411,4556,54010,62191,1528784,1565749,252495,292725,69423,74915,131091,154128,8123,8628,1606970,1687781,1209583,1226380,223793,258487,12954,13878,115092,136575,3424,3530,42124,48931,1247480,1270352,233678,271198,38428,43975,125644,148012,6458,6803,324683,340482,270435,283388,15045,16958,22811,22021,3519,3829,987,1026,11886,13260,281304,295397,18817,21527,30995,30940,5447,6116,1665,1825
R,2,2023,56,3996351,1945856,2050495,1497879,1535892,240938,279469,35100,35141,114738,133914,4502,4529,52699,61550,1545237,1591255,254451,296278,68257,74310,126674,147047,8198,8493,1627327,1718572,1231354,1258787,226532,263044,13142,14184,111458,130301,3468,3491,41373,48765,1268453,1302575,236363,275521,38451,44682,121533,141345,6491,6678,318529,331923,266525,277105,14406,16425,21958,20957,3280,3613,1034,1038,11326,12785,276784,288680,18088,20757,29806,29628,5141,5702,1707,1815
R,2,2023,57,4126196,2006627,2119569,1545173,1587994,250834,290770,35648,36134,116679,137576,4423,4690,53870,62405,1593471,1643950,264508,307838,69970,75960,128563,150986,8273,8720,1688973,1787935,1279616,1311303,235977,274388,13869,14963,113434,133983,3450,3639,42627,49659,1317714,1355743,246052,287034,40395,46171,123527,145265,6603,6911,317654,331634,265557,276691,14857,16382,21779,21171,3245,3593,973,1051,11243,12746,275757,288207,18456,20804,29575,29789,5036,5721,1670,1809
R,2,2023,58,4299273,2081678,2217595,1620154,1681641,253069,296017,35093,35541,115278,136240,4141,4656,53943,63500,1668774,1738794,266118,312921,70186,77098,126808,149123,7813,8627,1775921,1893131,1363458,1409472,239388,280152,14224,15579,112184,132858,3225,3663,43442,51407,1402528,1455653,249161,292981,41995,48878,122016,143786,6248,6946,305757,324464,256696,272169,13681,15865,20869,19962,3094,3382,916,993,10501,12093,266246,283141,16957,19940,28191,28220,4792,5337,1565,1681
R,2,2023,59,4321399,2089132,2232267,1631492,1701132,248700,290399,34055,34641,117147,138787,4060,4491,53678,62817,1679833,1757614,261584,306701,69427,75893,128401,151615,7641,8493,1795648,1918630,1385117,1437958,235264,275075,14368,15504,114250,135505,3238,3498,43411,51090,1424092,1483826,245008,287533,42492,48723,123884,146437,6199,6798,293484,313637,246375,263174,13436,15324,19687,19137,2897,3282,822,993,10267,11727,255741,273788,16576,19168,26935,27170,4517,5178,1442,1695
R,2,2023,60,4317294,2083038,2234256,1635175,1712953,244829,288286,32833,33703,114434,133334,4054,4527,51713,61453,1681789,1768269,257044,304155,66853,74554,125386,145577,7563,8314,1801923,1931966,1398325,1458221,232269,274028,14158,15503,111587,130151,3233,3637,42351,50426,1436421,1503517,241562,286302,41619,48747,121047,140618,6195,6761,281115,302290,236850,254732,12560,14258,18675,18200,2847,3183,821,890,9362,11027,245368,264752,15482,17853,25234,25807,4339,4959,1368,1553
R,2,2023,61,4288050,2064605,2223445,1640895,1725452,236778,281255,31121,32472,101039,120339,3988,4197,50784,59730,1686668,1779248,248627,296601,64982,72570,111590,131937,7247,7816,1801244,1939242,1418767,1485764,225191,268028,13921,15419,98489,117463,3206,3343,41670,49225,1456224,1529996,234285,279903,41262,48232,107682,127420,5963,6328,263361,284203,222128,239688,11587,13227,17200,17053,2550,2876,782,854,9114,10505,230444,249252,14342,16698,23720,24338,3908,4517,1284,1488
R,2,2023,62,4334565,2080180,2254385,1650510,1747119,240884,285437,30884,32480,103945,125733,3838,4254,50119,59362,1695777,1800458,252788,300584,64254,72310,114193,137303,7110,7920,1820269,1971370,1431166,1508126,229394,272532,13812,15474,101463,122859,3106,3421,41328,48958,1468403,1552068,238557,284254,40997,48067,110386,132795,5827,6428,259911,283015,219344,238993,11490,12905,17072,17006,2482,2874,732,833,8791,10404,227374,248390,14231,16330,23257,24243,3807,4508,1283,1492
R,2,2023,63,4221959,2019356,2202603,1610091,1713863,229980,276832,28983,30902,99401,120925,3564,3922,47337,56159,1652662,1764369,240863,291227,60601,68622,109361,131818,6649,7280,1778827,1937684,1407007,1490485,219283,264403,13284,14845,97042,118249,2899,3188,39312,46514,1442277,1532187,227770,275690,39141,45892,105756,127632,5486,5977,240529,264919,203084,223378,10697,12429,15699,16057,2359,2676,665,734,8025,9645,210385,232182,13093,15537,21460,22730,3605,4186,1163,1303
R,2,2023,64,4143899,1974985,2168914,1578381,1691385,223252,269657,27008,29480,97743,120518,3413,3742,45188,54132,1619078,1740085,233763,283475,57518,66047,106843,130869,6222,6929,1750460,1918491,1388861,1479650,213006,258237,12731,14524,95539,117978,2778,3075,37545,45027,1422587,1520048,221211,269129,37745,44754,103541,126908,5146,5688,224525,250423,189520,211735,10246,11420,14277,14956,2204,2540,635,667,7643,9105,196491,220037,12552,14346,19773,21293,3302,3961,1076,1241
R,2,2023,65,4123347,1957474,2165873,1572267,1699272,215961,263934,26181,28257,96125,118523,3220,3526,43720,52361,1611582,1746366,226021,277113,55680,64245,105041,128170,5974,6545,1742603,1922912,1390112,1492979,206597,253063,12521,14066,94105,116165,2670,2852,36598,43787,1422912,1532256,214534,263512,36953,44006,101948,124555,5021,5387,214871,242961,182155,206293,9364,10871,13660,14191,2020,2358,550,674,7122,8574,188670,214110,11487,13601,18727,20239,3093,3615,953,1158
R,2,2023,66,3993715,1887875,2105840,1520676,1654024,205622,255923,24555,26701,92702,116268,3075,3405,41245,49519,1557919,1698543,215133,268518,52501,60627,100916,125423,5673,6282,1686179,1875145,1349601,1457954,196808,245414,11848,13518,90791,113997,2545,2812,34586,41450,1380771,1495116,204296,255428,35035,41750,98033,121926,4727,5247,201696,230695,171075,196070,8814,10509,12707,13183,1911,2271,530,593,6659,8069,177148,203427,10837,13090,17466,18877,2883,3497,946,1035
R,2,2023,67,3865923,1822403,2043520,1472996,1610445,194145,243483,23289,25435,90297,114266,2857,3275,38819,46616,1507978,1652257,203060,255321,49543,57331,98022,122985,5336,6040,1630971,1822715,1310593,1422467,185622,233508,11260,12905,88480,112095,2365,2655,32651,39085,1339941,1457410,192650,242881,33130,39503,95295,119716,4481,5012,191432,220805,162403,187978,8523,9975,12029,12530,1817,2171,492,620,6168,7531,168037,194847,10410,12440,16413,17828,2727,3269,855,1028
R,2,2023,68,3772466,1771099,2001367,1438035,1585900,184917,233790,21682,24006,87641,110217,2778,3179,36046,44275,1470432,1625468,193320,245053,46102,54413,94770,118438,5094,5902,1592498,1792025,1286280,1407304,177041,224491,10696,12298,85983,108211,2301,2624,30197,37097,1313354,1440325,183634,233385,30924,37645,92290,115376,4284,4944,178601,209342,151755,178596,7876,9299,10986,11708,1658,2006,477,555,5849,7178,157078,185143,9686,11668,15178,16768,2480,3062,810,958
R,2,2023,69,3571794,1667569,1904225,1365798,1520752,167084,216454,19506,21741,79939,101533,2423,2831,32819,40914,1395345,1557496,174693,226923,42019,49818,86258,108927,4492,5267,1505517,1711352,1227508,1355651,160036,207915,9803,11431,78462,99698,2002,2349,27706,34308,1252412,1386359,166028,216197,28654,34901,84081,106137,3782,4443,162052,192873,138290,165101,7048,8539,9703,10310,1477,1835,421,482,5113,6606,142933,171137,8665,10726,13365,14917,2177,2790,710,824
R,2,2023,70,3468645,1613289,1855356,1327550,1486893,156583,206855,17950,20586,78572,100161,2343,2709,30291,38152,1354749,1521144,163737,216550,38591,46849,84501,106962,4307,5057,1462619,1672790,1198522,1330067,149954,198861,9206,10985,77274,98479,1982,2264,25681,32134,1221499,1358797,155666,206619,26593,33018,82534,104434,3662,4288,150670,182566,129028,156826,6629,7994,8744,9601,1298,1682,361,445,4610,6018,133250,162347,8071,9931,11998,13831,1967,2528,645,769
R,2,2023,71,3285731,1522871,1762860,1262562,1422267,144591,194061,16317,18848,68849,89554,2070,2448,28482,35682,1288200,1454285,151171,203282,36112,43761,74116,95579,3878,4550,1383556,1594059,1142709,1277010,138726,186688,8567,10143,67629,88068,1763,2017,24162,30133,1164362,1303938,144012,193999,25212,31248,72318,93311,3321,3833,139315,168801,119853,145257,5865,7373,7750,8705,1220,1486,307,431,4320,5549,123838,150347,7159,9283,10900,12513,1798,2268,557,717
R,2,2023,72,3123106,1439783,1683323,1187411,1349043,138523,188536,15451,18034,69751,92014,1999,2355,26648,33341,1211348,1378912,144841,197319,33780,41120,74681,97768,3685,4385,1306677,1518467,1072903,1206971,132778,181422,8074,9583,68602,90559,1702,1971,22618,27961,1093123,1231924,137827,188394,23563,28930,72961,95526,3173,3705,133106,164856,114508,142072,5745,7114,7377,8451,1149,1455,297,384,4030,5380,118225,146988,7014,8925,10217,12190,1720,2242,512,680
R,2,2023,73,3005398,1380238,1625160,1145980,1311467,126930,175740,14251,16442,66813,88095,1833,2098,24431,31318,1168007,1339460,132597,183928,31123,38209,71293,93358,3469,4037,1258469,1472526,1040840,1179427,121859,169208,7632,8927,65707,86698,1565,1757,20866,26509,1059593,1203020,126417,175813,21965,27361,69692,91293,3011,3437,121769,152634,105140,132040,5071,6532,6619,7515,1106,1397,268,341,3565,4809,108414,136440,6180,8115,9158,10848,1601,2065,458,600
R,2,2023,74,2908600,1330861,1577739,1113037,1284831,117386,163601,13145,15315,62502,82097,1734,2040,23057,29855,1133732,1311548,122721,171485,29243,36048,66708,87060,3265,3887,1218702,1434836,1015837,1161003,112839,157648,7279,8452,61498,80755,1454,1724,19795,25254,1033544,1183522,117179,163966,21018,25999,65257,85066,2813,3321,112159,142903,97200,123828,4547,5953,5866,6863,1004,1342,280,316,3262,4601,100188,128026,5542,7519,8225,10049,1451,1994,452,566
R,2,2023,75,2908721,1328308,1580413,1129243,1309672,105956,150233,12311,14285,57091,75332,1587,1819,22120,29072,1149267,1335807,110960,157701,27843,34808,60954,79993,2985,3515,1222583,1445232,1037376,1192126,101830,144558,6802,7963,56188,74177,1362,1533,19025,24875,1054567,1214417,105900,150647,20105,25494,59623,78280,2621,3051,105725,135181,91867,117546,4126,5675,5509,6322,903,1155,225,286,3095,4197,94700,121390,5060,7054,7738,9314,1331,1713,364,464
R,2,2023,76,2619865,1190806,1429059,1016215,1189603,91304,131244,10831,13004,51331,68038,1407,1568,19718,25602,1034117,1212723,95663,137687,24678,30903,54722,72210,2691,3187,1096539,1305679,934151,1082230,87580,126111,6063,7318,50590,66949,1195,1316,16960,21755,949538,1101802,91093,131286,17948,22570,53603,70589,2336,2727,94267,123380,82064,107373,3724,5133,4768,5686,741,1089,212,252,2758,3847,84579,110921,4570,6401,6730,8333,1119,1621,355,460
R,2,2023,77,2058993,925901,1133092,780763,931141,75891,111976,8757,11017,44185,57480,1190,1536,15115,19942,794352,948956,79413,117269,19084,24621,47001,60923,2323,2902,843476,1022689,708806,834841,72658,107387,4727,5881,43456,56504,1007,1279,12822,16797,720285,849766,75447,111638,13453,17328,45922,59516,2004,2474,82425,110403,71957,96300,3233,4589,4030,5136,729,976,183,257,2293,3145,74067,99190,3966,5631,5631,7293,1079,1407,319,428
R,2,2023,78,1976700,880054,1096646,747005,906486,69103,105390,8000,10201,40692,54175,1067,1333,14187,19061,759789,923454,72517,110660,17640,23207,43316,57338,2109,2668,806533,995576,682665,818009,66228,101381,4390,5559,40146,53317,920,1111,12184,16199,693610,832373,68988,105649,12647,16610,42477,56088,1851,2284,73521,101070,64340,88477,2875,4009,3610,4642,546,858,147,222,2003,2862,66179,91081,3529,5011,4993,6597,839,1250,258,384
R,2,2023,79,1934724,854920,1079804,732733,904686,63855,98481,7386,9453,36884,47813,922,1191,13140,18180,744591,920951,66950,103373,16586,22023,39116,50716,1889,2442,787262,985129,673385,821693,61273,94700,4186,5249,36327,47045,790,999,11301,15443,683567,835441,63767,98668,12107,15958,38312,49553,1628,2103,67658,94675,59348,82993,2582,3781,3200,4204,557,768,132,192,1839,2737,61024,85510,3183,4705,4479,6065,804,1163,261,339
R,2,2023,80,1826363,799521,1026842,686821,862310,58529,92544,6528,8644,34920,45794,815,1099,11908,16451,697542,877041,61355,97026,14690,20047,37068,48407,1668,2173,738458,938408,633165,784842,56111,88913,3747,4728,34445,45078,694,905,10296,13942,642413,797267,58430,92526,10799,14437,36355,47338,1443,1853,61063,88434,53656,77468,2418,3631,2781,3916,475,716,121,194,1612,2509,55129,79774,2925,4500,3891,5610,713,1069,225,320
R,2,2023,81,1539466,665269,874197,568824,730452,49335,80223,5709,7529,30556,40791,750,978,10095,14224,577911,743157,51801,84067,12575,17372,32405,43147,1464,1895,611686,797547,521699,662934,47289,77321,3272,4203,30159,40171,641,814,8626,12104,529454,673704,49264,80423,9132,12595,31798,42210,1259,1619,53583,76650,47125,67518,2046,2902,2437,3326,397,620,109,164,1469,2120,48457,69453,2537,3644,3443,4777,607,937,205,276
R,2,2023,82,1379169,586430,792739,499046,659924,43790,73939,5104,6961,28828,38408,686,865,8976,12642,507112,671157,46003,77533,11178,15505,30538,40548,1300,1729,537079,719428,455551,595339,41898,71059,2928,3848,28447,37823,580,711,7675,10648,462431,604745,43671,73932,8084,11055,29971,39691,1113,1465,49351,73311,43495,64585,1892,2880,2176,3113,381,585,106,154,1301,1994,44681,66412,2332,3601,3094,4450,567,857,187,264
R,2,2023,83,1226928,514308,712620,437730,593629,38288,66372,4372,6168,25672,34264,538,815,7708,11372,444631,603699,40161,69572,9549,13828,27148,36198,1104,1638,470530,646312,399140,535081,36555,63709,2458,3443,25329,33720,431,673,6617,9686,405041,543605,38078,66292,6877,10006,26664,35410,945,1392,43778,66308,38590,58548,1733,2663,1914,2725,343,544,107,142,1091,1686,39590,60094,2083,3280,2672,3822,484,788,159,246
R,2,2023,84,1135964,470676,665288,402724,557831,33691,59794,3984,5865,22901,30879,469,684,6907,10235,408928,566949,35365,62709,8622,12734,24259,32563,958,1359,431491,604448,368047,504191,32223,57373,2272,3270,22603,30422,382,559,5964,8633,373394,511822,33563,59738,6276,9065,23813,31895,819,1161,39185,60840,34677,53640,1468,2421,1712,2595,298,457,87,125,943,1602,35534,55127,1802,2971,2346,3669,446,668,139,198
R,2,2023,85,1002785,409207,593578,349744,497074,29355,53681,3334,4956,20263,28301,439,619,6072,8947,355236,505017,30932,56273,7372,10843,21399,29897,857,1254,375201,539849,319523,449536,28105,51529,1938,2785,19997,27886,375,516,5263,7597,324280,456229,29389,53644,5438,7801,21018,29282,736,1081,34006,53729,30221,47538,1250,2152,1396,2171,266,415,64,103,809,1350,30956,48788,1543,2629,1934,3042,381,615,121,173
R,2,2023,86,881820,353076,528744,302257,444335,24632,46834,2848,4412,17719,24824,339,562,5281,7777,306986,451146,25992,49149,6268,9452,18792,26278,763,1140,323220,479928,275675,401059,23544,44945,1645,2436,17507,24465,290,463,4559,6560,279736,406760,24648,46858,4577,6659,18474,25737,676,967,29856,48816,26582,43276,1088,1889,1203,1976,212,359,49,99,722,1217,27250,44386,1344,2291,1691,2793,318,541,87,173
R,2,2023,87,786046,308885,477161,264649,400211,21825,42649,2488,3967,15155,22737,289,470,4479,7127,268670,406532,23004,44727,5325,8578,16076,24043,639,982,282946,433694,241614,361671,20859,41007,1423,2198,14970,22366,237,388,3843,6064,245048,367021,21828,42699,3840,6144,15798,23512,552,837,25939,43467,23035,38540,966,1642,1065,1769,185,371,52,82,636,1063,23622,39511,1176,2028,1485,2434,278,531,87,145
R,2,2023,88,693447,267150,426297,229613,359116,18382,37481,2130,3485,12975,19534,306,420,3744,6261,232971,364623,19375,39286,4478,7548,13758,20744,594,881,244763,388073,209615,325195,17564,36021,1239,1927,12827,19238,259,351,3259,5341,212523,329862,18388,37488,3264,5393,13538,20320,512,770,22387,38224,19998,33921,818,1460,891,1558,148,296,47,69,485,920,20448,34761,987,1798,1214,2155,220,424,82,111
R,2,2023,89,574477,217066,357411,186599,300486,14738,31320,1717,2794,10672,17289,228,348,3112,5174,189399,304978,15507,32829,3711,6109,11355,18326,464,777,198899,325350,170429,271952,14098,30046,983,1592,10529,17035,186,296,2674,4429,172819,275782,14733,31271,2673,4429,11149,17960,393,678,18167,32061,16170,28534,640,1274,734,1202,143,254,42,52,438,745,16580,29196,774,1558,1038,1680,206,366,71,99
