UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,5,2023,50,3889180,1903840,1985340,1408124,1423861,245888,279484,41016,40339,142761,167157,4883,5070,61168,69429,1463134,1486205,262441,299787,76141,80582,159291,185162,9179,9620,1531512,1593366,1101841,1100618,227938,259446,13209,13723,138517,162567,3722,3790,46285,53222,1143278,1148317,239627,274037,38253,43188,152415,177707,7156,7347,372328,391974,306283,323243,17950,20038,27807,26616,4244,4590,1161,1280,14883,16207,319856,337888,22814,25750,37888,37394,6876,7455,2023,2273
R,5,2023,51,4049980,1983349,2066631,1484768,1501179,250114,285250,40352,39768,141234,164827,4840,4971,62041,70636,1540598,1564839,266662,305236,76791,81648,157338,182622,9191,9491,1616963,1680395,1182040,1181937,232747,265789,13582,13950,137033,160275,3652,3728,47909,54716,1225057,1231107,244728,280324,40274,45135,150750,175337,7111,7295,366386,386236,302728,319242,17367,19461,26770,25818,4201,4552,1188,1243,14132,15920,315541,333732,21934,24912,36517,36513,6588,7285,2080,2196
R,5,2023,52,4298574,2107773,2190801,1593743,1608669,263826,300623,40804,40379,139727,163178,5033,5062,64640,72890,1652003,1674311,280815,321107,79513,84445,155935,180777,9537,9731,1737796,1804114,1287917,1288630,246187,280989,14037,14819,135527,158712,3827,3871,50301,57093,1333206,1339883,258486,296053,42848,48348,149318,173561,7433,7624,369977,386687,305826,320039,17639,19634,26767,25560,4200,4466,1206,1191,14339,15797,318797,334428,22329,25054,36665,36097,6617,7216,2104,2107
R,5,2023,53,4209300,2063488,2145812,1568391,1586086,253778,287271,39398,38961,135668,158625,4789,4959,61464,69910,1623758,1649036,269794,306617,76514,81687,150748,175292,9246,9570,1704150,1772139,1270488,1276306,236866,268648,13426,14321,131722,154301,3659,3824,47989,54739,1313594,1325471,248570,282948,41279,46746,144590,168344,7270,7545,359338,373673,297903,309780,16912,18623,25972,24640,3946,4324,1130,1135,13475,15171,310164,323565,21224,23669,35235,34941,6158,6948,1976,2025
R,5,2023,54,4061452,1985296,2076156,1513749,1539589,241394,275156,37541,37393,130708,153563,4438,4809,57466,65646,1565665,1598673,256030,293165,72722,78173,144619,168696,8441,9022,1645487,1721720,1231249,1245330,225625,257696,13232,14085,127064,149565,3417,3655,44900,51389,1271734,1291494,236284,270763,39771,45311,138854,162299,6646,7013,339809,354436,282500,294259,15769,17460,24309,23308,3644,3998,1021,1154,12566,14257,293931,307179,19746,22402,32951,32862,5765,6397,1795,2009
R,5,2023,55,3961631,1933129,2028502,1477169,1505676,239270,275445,36343,36065,121651,144106,4410,4647,54286,62563,1526103,1561956,253135,292792,69997,75115,134345,158164,8159,8753,1603562,1683801,1202873,1218767,223901,258347,12984,13837,118079,140194,3426,3591,42299,49065,1240857,1262824,233909,271039,38461,43792,128791,151951,6475,6908,329567,344701,274296,286909,15369,17098,23359,22228,3572,3912,984,1056,11987,13498,285246,299132,19226,21753,31536,31323,5554,6213,1684,1845
R,5,2023,56,3986327,1940738,2045589,1494080,1531760,238989,277296,35324,35348,114924,134980,4514,4519,52907,61686,1541761,1587336,252393,294143,68597,74504,126943,148200,8191,8473,1620938,1711824,1226776,1253394,224537,260672,13133,14091,111614,131339,3473,3470,41405,48858,1264014,1297326,234285,273190,38378,44558,121775,142445,6487,6645,319800,333765,267304,278366,14452,16624,22191,21257,3310,3641,1041,1049,11502,12828,277747,290010,18108,20953,30219,29946,5168,5755,1704,1828
R,5,2023,57,4080363,1983615,2096748,1525028,1567950,248428,288656,35344,35875,116859,137411,4415,4682,53541,62174,1572995,1623685,262124,305727,69348,75549,128724,150757,8255,8713,1665913,1764563,1259404,1290745,233629,272301,13631,14680,113575,133828,3437,3639,42237,49370,1297128,1334921,243644,284905,39863,45735,123614,145037,6562,6889,317702,332185,265624,277205,14799,16355,21713,21195,3284,3583,978,1043,11304,12804,275867,288764,18480,20822,29485,29814,5110,5720,1693,1824
R,5,2023,58,4253987,2061000,2192987,1600818,1659397,251681,294001,35188,35586,115291,136097,4221,4730,53801,63176,1649278,1716237,264804,310966,69958,76646,126930,149034,7905,8729,1751896,1866303,1341444,1385631,237753,277960,14108,15465,112169,132638,3266,3723,43156,50886,1380216,1431332,247557,290770,41435,48150,122116,143560,6304,7018,309104,326684,259374,273766,13928,16041,21080,20121,3122,3459,955,1007,10645,12290,269062,284905,17247,20196,28523,28496,4814,5474,1601,1711
R,5,2023,59,4318884,2087211,2231673,1628692,1698571,249367,291468,34296,34942,117027,139050,4104,4496,53725,63146,1677068,1755353,262411,307885,69522,76432,128300,151985,7765,8494,1790990,1914744,1380183,1432657,235743,275891,14267,15574,114082,135799,3287,3488,43428,51335,1419169,1478742,245583,288399,42280,48985,123718,146811,6316,6782,296221,316929,248509,265914,13624,15577,20029,19368,2945,3251,817,1008,10297,11811,257899,276611,16828,19486,27242,27447,4582,5174,1449,1712
R,5,2023,60,4308561,2078877,2229684,1629082,1705993,244360,287919,33099,33797,116093,135749,3997,4510,52246,61716,1676150,1761510,256700,303942,67481,74699,127170,148058,7500,8321,1795761,1925145,1390700,1449554,231651,273440,14278,15481,113246,132514,3185,3625,42701,50531,1429088,1494906,241051,285797,41972,48668,122775,143061,6128,6777,283116,304539,238382,256439,12709,14479,18821,18316,2847,3235,812,885,9545,11185,247062,266604,15649,18145,25509,26031,4395,4997,1372,1544
R,5,2023,61,4286187,2063273,2222914,1635280,1720156,237814,282600,31464,32816,103836,122979,4035,4306,50844,60057,1681145,1774284,249649,297992,65280,73015,114414,134717,7352,7926,1795268,1934121,1409166,1476632,226017,269148,13934,15371,101201,120026,3241,3417,41709,49527,1446699,1521174,235094,281087,41228,48272,110432,130106,6042,6420,268005,288793,226114,243524,11797,13452,17530,17445,2635,2953,794,889,9135,10530,234446,253110,14555,16905,24052,24743,3982,4611,1310,1506
R,5,2023,62,4316246,2071386,2244860,1645859,1741916,238175,283119,30690,32356,102631,123870,3864,4221,50167,59378,1691130,1795316,250058,298240,64160,72244,112953,135429,7110,7928,1812911,1962656,1427837,1503793,226734,270165,13792,15407,100165,121002,3114,3389,41269,48900,1464978,1547709,235824,281823,41005,48040,109109,130926,5833,6415,258475,282204,218022,238123,11441,12954,16898,16949,2466,2868,750,832,8898,10478,226152,247607,14234,16417,23155,24204,3844,4503,1277,1513
R,5,2023,63,4243381,2029969,2213412,1614043,1717405,232782,279546,29493,31435,101970,123896,3625,4031,48056,57099,1657301,1768680,243919,294266,61586,69729,111992,135011,6769,7434,1783502,1942673,1406023,1489141,221729,266840,13424,15040,99565,121155,2942,3259,39819,47238,1441773,1531439,230382,278357,39614,46521,108357,130695,5576,6095,246467,270739,208020,228264,11053,12706,16069,16395,2405,2741,683,772,8237,9861,215528,237241,13537,15909,21972,23208,3635,4316,1193,1339
R,5,2023,64,4150818,1977678,2173140,1579991,1693799,223410,270671,27514,29880,97521,120474,3465,3776,45777,54540,1621187,1742920,234081,284525,58335,66733,106817,130899,6334,7023,1749381,1919414,1387257,1479349,213115,259121,12841,14607,95293,117924,2819,3108,38056,45305,1421435,1520035,221449,270006,38103,45034,103452,126935,5233,5776,228297,253726,192734,214450,10295,11550,14673,15273,2228,2550,646,668,7721,9235,199752,222885,12632,14519,20232,21699,3365,3964,1101,1247
R,5,2023,65,4122422,1957354,2165068,1570823,1696813,216109,263925,26124,28456,96970,119470,3235,3550,44093,52854,1610529,1744333,226235,277386,55840,64539,105980,129353,5985,6587,1741390,1920897,1387871,1489761,206537,252935,12534,14150,94906,117020,2670,2880,36872,44151,1420963,1529367,214493,263609,37133,44102,102821,125615,5017,5418,215964,244171,182952,207052,9572,10990,13590,14306,2064,2450,565,670,7221,8703,189566,214966,11742,13777,18707,20437,3159,3738,968,1169
R,5,2023,66,4013423,1897656,2115767,1527688,1662115,206802,256867,24965,26979,93182,116478,3161,3441,41858,49887,1565432,1706973,216429,269441,53361,61242,101555,125621,5774,6345,1693453,1881947,1354586,1463346,197834,246260,12043,13558,91262,114241,2626,2819,35102,41723,1386170,1500750,205421,256256,35608,42059,98652,122147,4831,5268,204203,233820,173102,198769,8968,10607,12922,13421,1920,2237,535,622,6756,8164,179262,206223,11008,13185,17753,19183,2903,3474,943,1077
R,5,2023,67,3882428,1829646,2052782,1477111,1615479,196020,246097,23516,25715,90893,114787,2878,3303,39228,47401,1512491,1658065,205053,258071,49979,58169,98708,123676,5394,6096,1636186,1829904,1312995,1425738,187492,235941,11289,13188,89046,112554,2376,2711,32988,39772,1342679,1461373,194616,245412,33303,40291,95950,120309,4515,5082,193460,222878,164116,189741,8528,10156,12227,12527,1847,2233,502,592,6240,7629,169812,196692,10437,12659,16676,17878,2758,3367,879,1014
R,5,2023,68,3785598,1777861,2007737,1441515,1588254,186091,235227,22102,24311,88561,112015,2790,3199,36802,44731,1474585,1628218,194656,246681,47016,54891,95875,120402,5177,5921,1595996,1795800,1287191,1407556,177994,225817,10818,12311,86857,109984,2311,2630,30825,37502,1314829,1440923,184720,234895,31464,37788,93318,117317,4349,4959,181865,211937,154324,180698,8097,9410,11284,12000,1704,2031,479,569,5977,7229,159756,187295,9936,11786,15552,17103,2557,3085,828,962
R,5,2023,69,3606780,1682982,1923798,1376052,1533402,169634,219929,19850,22266,81749,103751,2487,2921,33210,41529,1405938,1570655,177407,230605,42563,50835,88149,111225,4560,5413,1517972,1727133,1235334,1365201,162407,211213,9938,11636,80242,101844,2063,2411,27988,34828,1260458,1396346,168519,219639,28936,35552,85917,108331,3852,4536,165010,196665,140718,168201,7227,8716,9912,10630,1507,1907,424,510,5222,6701,145480,174309,8888,10966,13627,15283,2232,2894,708,877
R,5,2023,70,3470635,1614001,1856634,1326755,1487006,157158,206915,18181,20772,78639,100301,2350,2724,30918,38916,1354547,1521987,164401,216765,39260,47518,84693,107271,4343,5089,1461410,1672060,1196132,1328655,150476,198781,9323,11043,77322,98615,1973,2272,26184,32694,1219594,1357918,156248,206634,27024,33399,82708,104718,3679,4315,152591,184574,130623,158351,6682,8134,8858,9729,1317,1686,377,452,4734,6222,134953,164069,8153,10131,12236,14119,1985,2553,664,774
R,5,2023,71,3313370,1536030,1777340,1271011,1432217,146158,195258,16585,19174,71275,92109,2151,2506,28850,36076,1297009,1464537,152834,204561,36544,44212,76642,98370,3996,4680,1395022,1605893,1149844,1284680,140151,187750,8690,10337,70011,90590,1825,2067,24501,30469,1171829,1311869,145507,195124,25508,31524,74799,96056,3413,3946,141008,171447,121167,147537,6007,7508,7895,8837,1264,1519,326,439,4349,5607,125180,152668,7327,9437,11036,12688,1843,2314,583,734
R,5,2023,72,3144763,1449689,1695074,1197468,1359890,138740,189911,15608,18202,69008,90833,1982,2401,26883,33837,1221585,1390255,145068,198780,34210,41755,73977,96525,3688,4431,1315648,1530026,1082179,1217759,132985,182813,8100,9679,67877,89379,1698,1997,22809,28399,1102541,1243142,138057,189872,23803,29455,72263,94289,3178,3729,134041,165048,115289,142131,5755,7098,7508,8523,1131,1454,284,404,4074,5438,119044,147113,7011,8908,10407,12300,1714,2236,510,702
R,5,2023,73,3018642,1386055,1632587,1147208,1313212,129229,178425,14502,16746,68350,90254,1872,2134,24894,31816,1169631,1341626,135103,186816,31577,38711,72982,95739,3513,4104,1262102,1476990,1040317,1178741,123983,171700,7767,9063,67218,88822,1596,1793,21221,26871,1059373,1202633,128697,178437,22229,27612,71333,93588,3056,3501,123953,155597,106891,134471,5246,6725,6735,7683,1132,1432,276,341,3673,4945,110258,138993,6406,8379,9348,11099,1649,2151,457,603
R,5,2023,74,2902539,1326608,1575931,1107675,1281032,117615,164346,13375,15446,62838,82956,1774,2064,23331,30087,1128636,1307974,122961,172207,29645,36452,67102,87918,3349,3938,1213221,1431779,1009512,1156116,113038,158322,7302,8488,61824,81621,1489,1744,20056,25488,1027469,1178859,117355,164630,21238,26300,65639,85953,2879,3356,113387,144152,98163,124916,4577,6024,6073,6958,1014,1335,285,320,3275,4599,101167,129115,5606,7577,8407,10152,1463,1965,470,582
R,5,2023,75,2860843,1305334,1555509,1104254,1281616,107045,152169,12348,14366,58069,76605,1585,1874,22033,28879,1124178,1307522,112050,159647,27731,34586,61994,81330,2983,3592,1198513,1418957,1011489,1163015,102808,146431,6848,7989,57148,75393,1353,1570,18867,24559,1028504,1184970,106895,152481,19931,25146,60647,79540,2609,3097,106821,136552,92765,118601,4237,5738,5500,6377,921,1212,232,304,3166,4320,95674,122552,5155,7166,7800,9440,1347,1790,374,495
R,5,2023,76,2808060,1277083,1530977,1093296,1278911,96739,138541,11506,13751,53070,70611,1455,1613,21017,27550,1112368,1303831,101341,145461,26388,33240,56654,74970,2793,3284,1179149,1403027,1007992,1167541,92900,133273,6500,7767,52301,69507,1245,1355,18211,23584,1024506,1188802,96645,138874,19384,24505,55491,73314,2441,2819,97934,127950,85304,111370,3839,5268,5006,5984,769,1104,210,258,2806,3966,87862,115029,4696,6587,7004,8735,1163,1656,352,465
R,5,2023,77,2065676,928999,1136677,782756,932973,75838,112027,8852,11139,44873,58630,1233,1552,15447,20356,796669,951180,79483,117452,19384,24951,47728,62192,2372,2945,845853,1025015,710245,835742,72537,107308,4779,5925,44144,57634,1038,1303,13110,17103,722026,850958,75419,111644,13683,17526,46649,60740,2044,2524,83146,111662,72511,97231,3301,4719,4073,5214,729,996,195,249,2337,3253,74643,100222,4064,5808,5701,7425,1079,1452,328,421
R,5,2023,78,1983225,883396,1099829,748193,907183,70084,106665,8109,10333,41508,55100,1093,1359,14409,19189,761179,924279,73471,111896,17923,23406,44199,58314,2170,2690,808312,997375,682533,817528,67159,102541,4429,5683,40912,54222,940,1123,12339,16278,693611,831974,69887,106772,12789,16763,43301,57043,1904,2285,75084,102454,65660,89655,2925,4124,3680,4650,596,878,153,236,2070,2911,67568,92305,3584,5124,5134,6643,898,1271,266,405
R,5,2023,79,1909486,843990,1065496,720730,888988,63829,98064,7580,9530,37698,49469,941,1224,13212,18221,732628,905230,67039,103016,16742,22097,39969,52405,1890,2501,775528,969888,660764,805127,61194,94286,4269,5277,37173,48665,802,1031,11326,15502,670936,818885,63782,98325,12134,15985,39188,51219,1622,2156,68462,95608,59966,83861,2635,3778,3311,4253,525,804,139,193,1886,2719,61692,86345,3257,4691,4608,6112,781,1186,268,345
R,5,2023,80,1867492,817749,1049743,703813,883285,59201,93977,6670,8824,34908,45527,835,1098,12322,17032,714911,898539,62105,98611,15126,20656,37123,48204,1740,2217,755460,959883,649115,804676,56745,90217,3805,4824,34396,44811,723,903,10676,14452,658721,817559,59117,93928,11132,14937,36366,47114,1521,1894,62289,89860,54698,78609,2456,3760,2865,4000,512,716,112,195,1646,2580,56190,80980,2988,4683,3994,5719,757,1090,219,323
R,5,2023,81,1574146,680683,893463,581796,746319,50341,81529,5797,7757,31595,42275,755,1027,10399,14556,591163,759358,52817,85427,12936,17831,33487,44686,1482,1953,626011,814919,533651,677220,48245,78573,3351,4265,31194,41636,640,855,8930,12370,541678,688240,50256,81729,9463,12829,32877,43739,1271,1678,54672,78544,48145,69099,2096,2956,2446,3492,401,639,115,172,1469,2186,49485,71118,2561,3698,3473,5002,610,947,211,275
R,5,2023,82,1389356,591654,797702,503905,663950,44106,74443,5152,6985,28701,38521,694,868,9096,12935,512093,675448,46348,78083,11337,15774,30399,40702,1318,1753,542267,724545,460374,599458,42222,71592,2992,3907,28326,37938,596,718,7757,10932,467340,609140,44006,74507,8252,11349,29833,39836,1128,1487,49387,73157,43531,64492,1884,2851,2160,3078,375,583,98,150,1339,2003,44753,66308,2342,3576,3085,4425,566,866,190,266
R,5,2023,83,1244273,521314,722959,442645,601009,39186,67918,4577,6358,26369,35220,565,822,7972,11632,449786,611307,41125,71241,9945,14165,27891,37200,1136,1657,476545,655077,403214,541157,37445,65193,2584,3535,26017,34664,447,677,6838,9851,409320,549811,39012,67871,7155,10169,27393,36393,968,1408,44769,67882,39431,59852,1741,2725,1993,2823,352,556,118,145,1134,1781,40466,61496,2113,3370,2790,3996,498,807,168,249
R,5,2023,84,1134032,470404,663628,401861,555614,33896,59799,4007,5903,23192,31224,469,714,6979,10374,408139,564864,35613,62701,8658,12928,24567,32916,967,1414,430701,602359,366771,501549,32376,57352,2244,3323,22893,30750,382,591,6035,8794,372183,509339,33763,59698,6256,9294,24129,32234,831,1220,39703,61269,35090,54065,1520,2447,1763,2580,299,474,87,123,944,1580,35956,55525,1850,3003,2402,3634,438,682,136,194
R,5,2023,85,1018802,415683,603119,355290,505247,29685,54274,3430,5120,20576,28716,448,623,6254,9139,360913,513366,31267,56912,7610,11134,21763,30334,886,1254,381015,548214,324485,456683,28398,52069,2025,2880,20308,28302,380,515,5419,7765,329355,463529,29685,54237,5654,7994,21368,29721,756,1073,34668,54905,30805,48564,1287,2205,1405,2240,268,414,68,108,835,1374,31558,49837,1582,2675,1956,3140,395,613,130,181
R,5,2023,86,884244,354330,529914,302630,444358,24984,47270,2906,4485,18082,25198,363,573,5365,8030,307455,451409,26370,49614,6410,9716,19139,26690,775,1172,324171,480777,275816,400827,23870,45366,1679,2478,17857,24832,315,464,4634,6810,279968,406759,24996,47308,4701,6901,18808,26139,683,990,30159,49137,26814,43531,1114,1904,1227,2007,225,366,48,109,731,1220,27487,44650,1374,2306,1709,2815,331,551,92,182
R,5,2023,87,790444,311379,479065,266509,401593,22048,43072,2538,4004,15364,22729,276,468,4644,7199,270684,407968,23265,45215,5477,8693,16342,24031,642,979,285196,435278,243243,362756,21098,41434,1453,2245,15172,22362,224,389,4006,6092,246831,368127,22091,43177,3965,6229,16046,23494,558,834,26183,43787,23266,38837,950,1638,1085,1759,192,367,52,79,638,1107,23853,39841,1174,2038,1512,2464,296,537,84,145
R,5,2023,88,703388,271272,432116,232764,363163,18703,38180,2227,3631,13384,20247,314,437,3880,6458,236239,368847,19731,40024,4674,7798,14176,21479,619,918,248281,392798,212261,328303,17851,36665,1305,2001,13240,19939,268,367,3356,5523,215250,333130,18700,38164,3403,5579,13964,21040,537,800,22991,39318,20503,34860,852,1515,922,1630,144,308,46,70,524,935,20989,35717,1031,1860,1271,2219,212,439,82,118
R,5,2023,89,577287,218325,358962,187237,301346,14989,31720,1773,2866,10871,17348,237,364,3218,5318,190121,305989,15808,33282,3808,6283,11577,18413,482,784,199682,326473,170630,272466,14330,30424,1013,1632,10732,17090,194,305,2783,4556,173110,276432,15011,31690,2751,4562,11367,18039,409,677,18643,32489,16607,28880,659,1296,760,1234,139,258,43,59,435,762,17011,29557,797,1592,1057,1721,210,374,73,107
R,5,2023,90,512260,189130,323130,162519,272040,12785,27845,1443,2614,9413,15707,180,340,2790,4584,165025,276044,13501,29191,3169,5529,10039,16610,414,723,173696,294687,148765,246717,12228,26746,853,1525,9289,15468,154,287,2407,3944,150921,250151,12818,27854,2330,4030,9855,16268,364,632,15434,28443,13754,25323,557,1099,590,1089,124,239,26,53,383,640,14104,25893,683,1337,839,1499,184,342,50,91
R,5,2023,91,440420,158679,281741,137440,239262,9928,22955,1192,2175,7640,13066,138,299,2341,3984,139522,242706,10566,24166,2621,4694,8160,13853,339,647,145570,257558,125693,217633,9494,22067,672,1274,7545,12893,119,250,2047,3441,127513,220583,10044,23081,1900,3445,8013,13606,299,564,13109,24183,11747,21629,434,888,520,901,95,173,19,49,294,543,12009,22123,522,1085,721,1249,147,247,40,83
R,5,2023,92,376678,131609,245069,114034,208285,8144,19578,997,1843,6448,11651,139,244,1847,3468,115696,211267,8650,20612,2108,4059,6889,12348,296,551,120653,223785,104234,189275,7769,18770,569,1042,6364,11509,118,207,1599,2982,105669,191813,8195,19626,1520,2941,6756,12131,255,483,10956,21284,9800,19010,375,808,428,801,84,142,21,37,248,486,10027,19454,455,986,588,1118,133,217,41,68
R,5,2023,93,313866,106011,207855,91658,176479,6528,16759,852,1483,5397,10046,94,211,1482,2877,92952,178973,6941,17630,1749,3292,5738,10632,241,468,97237,190110,83790,160652,6240,16077,497,846,5335,9911,77,182,1298,2442,84916,162744,6583,16789,1273,2378,5651,10425,211,412,8774,17745,7868,15827,288,682,355,637,62,135,17,29,184,435,8036,16229,358,841,476,914,87,207,30,56
R,5,2023,94,245481,80021,165460,69181,140882,4999,13128,614,1101,3996,7894,74,165,1157,2290,70199,142849,5346,13852,1328,2507,4260,8369,180,381,73391,151821,63254,128730,4774,12570,351,638,3945,7775,62,144,1005,1964,64140,130396,5065,13184,963,1822,4186,8201,156,333,6630,13639,5927,12152,225,558,263,463,51,119,12,21,152,326,6059,12453,281,668,365,685,74,168,24,48
R,5,2023,95,197825,61879,135946,53493,115804,3791,10622,480,996,3101,6545,72,127,942,1852,54311,117380,4070,11197,1017,2149,3331,6930,162,304,56880,125156,49031,106203,3617,10187,281,585,3075,6452,63,108,813,1621,49734,107571,3847,10673,736,1604,3290,6797,139,268,4999,10790,4462,9601,174,435,199,411,26,93,9,19,129,231,4577,9809,223,524,281,545,41,133,23,36
R,5,2023,96,151475,45504,105971,39100,90119,2930,8345,330,730,2370,5244,34,112,740,1421,39753,91335,3149,8793,767,1590,2540,5539,100,266,41848,97745,35821,82770,2818,8001,191,452,2345,5175,28,95,645,1252,36391,83837,2999,8389,573,1196,2501,5448,84,236,3656,8226,3279,7349,112,344,139,278,25,69,6,17,95,169,3362,7498,150,404,194,394,39,91,16,30
R,5,2023,97,111876,32441,79435,27682,67148,2150,6448,247,580,1824,4014,44,82,494,1163,28095,68117,2285,6846,527,1266,1970,4272,109,210,29809,73257,25319,61637,2061,6209,154,358,1803,3962,37,68,435,1023,25681,62483,2171,6540,396,962,1938,4188,96,181,2632,6178,2363,5511,89,239,93,222,21,52,7,14,59,140,2414,5634,114,306,131,304,32,84,13,29
R,5,2023,98,81564,22447,59117,18936,49953,1555,4787,187,434,1375,2998,21,63,373,882,19254,50671,1660,5112,414,957,1462,3183,66,154,20658,54644,17364,45988,1486,4589,120,289,1354,2962,17,56,317,760,17637,46603,1575,4865,306,734,1431,3121,54,132,1789,4473,1572,3965,69,198,67,145,21,36,4,7,56,122,1617,4068,85,247,108,223,31,62,12,22
R,5,2023,99,57113,15129,41984,12672,35239,1067,3530,138,309,988,2257,18,54,246,595,12883,35721,1140,3727,266,652,1068,2401,44,130,13839,38905,11517,32500,1025,3394,86,194,979,2238,15,49,217,530,11702,32928,1087,3566,197,497,1052,2368,37,114,1290,3079,1155,2739,42,136,52,115,9,19,3,5,29,65,1181,2793,53,161,69,155,16,33,7,16
R,5,2023,100,98310,23944,74366,18975,60325,2060,7249,314,646,1950,4726,70,115,575,1305,19436,61363,2310,7756,597,1361,2120,5052,177,297,21683,68812,17049,55497,1969,6959,203,452,1917,4671,51,96,494,1137,17449,56397,2180,7392,442,1071,2064,4949,140,244,2261,5554,1926,4828,91,290,111,194,33,55,19,19,81,168,1987,4966,130,364,155,290,56,103,37,53
R,6,2023,999,336503596,165108135,171395461,121305994,124262496,21623883,23691466,3381743,3301494,10628659,11633904,456150,456921,7711706,8049180,128389795,131642869,24592080,26835484,6606658,6775779,13026617,14042502,965902,966314,132072819,138089591,95080014,97740202,19635521,21655377,1146084,1181340,10186904,11184957,337750,337548,5686546,5990167,100308898,103237552,21766969,23936943,3326584,3588998,12089063,13096084,707671,707641,33035316,33305870,26225980,26522294,1988362,2036089,2235659,2120154,441755,448947,118400,119373,2025160,2059013,28080897,28405317,2825111,2898541,3280074,3186781,937554,946418,258231,258673
R,6,2023,0,3656601,1868049,1788552,1215395,1161134,300292,290839,46647,45286,114254,107394,6991,6830,184470,177069,1388175,1326705,389919,377599,98097,94851,179231,169288,17608,16991,1328868,1268278,829346,789242,254102,246184,11917,11601,103563,97201,4647,4439,125293,119611,947333,901745,314620,304702,40895,39135,150977,142133,11243,10561,539181,520274,386049,371892,46190,44655,34730,33685,10691,10193,2344,2391,59177,57458,440842,424960,75299,72897,57202,55716,28254,27155,6365,6430
R,6,2023,1,3723841,1901839,1822002,1237867,1182667,306809,298743,45013,43020,118749,112008,7062,6684,186339,178880,1412385,1349921,397269,386261,96808,92842,184558,174812,17776,16918,1368004,1306853,854178,812097,261203,254551,12335,11674,108326,102070,4713,4431,127249,122030,973980,926840,322552,314103,41688,39673,156667,148146,11421,10684,533835,515149,383689,370570,45606,44192,32678,31346,10423,9938,2349,2253,59090,56850,438405,423081,74717,72158,55120,53169,27891,26666,6355,6234
R,6,2023,2,3634627,1858404,1776223,1207561,1149125,304299,295592,42737,41151,117350,111244,6514,6111,179943,173000,1376090,1310877,391627,380208,92695,89247,180960,172070,16850,15993,1352067,1287964,842247,796912,261929,254567,12366,11914,107865,101967,4512,4156,123148,118448,958179,908280,321245,312310,40738,39066,154733,146785,11005,10224,506337,488259,365314,352213,42370,41025,30371,29237,9485,9277,2002,1955,56795,54552,417911,402597,70382,67898,51957,50181,26227,25285,5845,5769
R,6,2023,3,3772517,1927124,1845393,1266366,1207768,301744,293917,45095,43145,122876,116964,6894,6514,184149,177085,1438847,1373390,391176,380593,95924,92074,188076,179284,17449,16577,1419103,1357645,896853,852402,261754,255596,14327,13778,113656,107973,4806,4581,127707,123315,1017069,968344,323321,315788,43722,42060,162223,154542,11546,10891,508021,487748,369513,355366,39990,38321,30768,29367,9220,8991,2088,1933,56442,53770,421778,405046,67855,64805,52202,50014,25853,24742,5903,5686
R,6,2023,4,3825106,1952283,1872823,1290642,1232920,304596,297430,46133,44537,121974,116582,7087,6814,181851,174540,1460956,1396152,392392,382113,96729,93104,186180,178100,17745,16855,1442727,1381560,917658,872663,265260,259886,15126,14693,112828,107701,4985,4890,126870,121727,1037037,987018,326257,319000,44463,42811,160971,153518,11799,11299,509556,491263,372984,360257,39336,37544,31007,29844,9146,8881,2102,1924,54981,52813,423919,409134,66135,63113,52266,50293,25209,24582,5946,5556
R,6,2023,5,3898517,1991342,1907175,1318905,1258444,312110,304132,47717,45786,124548,118897,7394,6668,180668,173248,1488013,1420333,398746,387842,98639,94522,188361,179843,18171,16727,1475240,1409328,939501,892373,273000,266364,15415,14843,115483,110063,5274,4731,126567,120954,1058497,1005979,333546,324817,45102,42920,163437,155676,12237,11104,516102,497847,379404,366071,39110,37768,32302,30943,9065,8834,2120,1937,54101,52294,429516,414354,65200,63025,53537,51602,24924,24167,5934,5623
